"from";"to";"cost";"profit";"category";"visitDuration"
"10";"49";"584.794175869588";"530";"Leisure";"21.5559724312"
"10";"52";"5163.54599256327";"750";"Entertainment";"76.7507575758"
"10";"55";"9070.05841117731";"400";"Landmark";"25.232106136"
"10";"59";"543.969198837448";"1050";"Landmark";"28.702386673"
"10";"63";"8662.65265858484";"3349";"Landmark";"12.2256872106"
"10";"73";"8835.37513686903";"688";"Landmark";"16.2801523471"
"10";"74";"715.888815340103";"492";"Leisure";"22.6495295871"
"10";"76";"733.791215470071";"366";"Landmark";"18.1949439067"
"10";"86";"40846.3076022496";"3691";"Other";"64.4417232681"
"10";"87";"40787.5377136071";"5823";"Landmark";"74.1708359142"
"10";"90";"2651.8694768682";"1524";"Entertainment";"58.9008983123"
"10";"99";"3078.63784946644";"943";"Landmark";"27.4539868848"
"10";"102";"9185.27766258838";"748";"Entertainment";"42.9178535354"
"10";"103";"14878.5522908716";"376";"Landmark";"25.9388888889"
"10";"114";"10060.1410257908";"2602";"Sacred";"29.2754910329"
"10";"115";"10420.454075661";"949";"Landmark";"26.9173767753"
"10";"124";"18182.2000529899";"377";"Entertainment";"17.1414930556"
"10";"133";"632.253793511111";"322";"Landmark";"17.9934048864"
"10";"137";"20933.2267408276";"3806";"Entertainment";"68.8053038721"
"10";"141";"1513.02030600662";"782";"Cultural";"36.3665426587"
"10";"143";"111.463711326156";"460";"Other";"20.2363192644"
"10";"145";"10087.6060913218";"870";"Entertainment";"18.1501218324"
"10";"148";"8705.04365370375";"1174";"Entertainment";"54.3957236842"
"10";"149";"14679.227944536";"420";"Landmark";"28.82109375"
"10";"150";"8796.59249009629";"2784";"Landmark";"32.5011239398"
"10";"153";"10158.9555914234";"704";"Other";"33.8521517094"
"10";"154";"9109.23076601661";"419";"Landmark";"24.6198559671"
"10";"155";"384.523260693191";"401";"Landmark";"17.2472591608"
"10";"157";"17859.6339575544";"374";"Cultural";"15.1297363465"
"10";"167";"9997.35558461963";"1666";"Entertainment";"27.4871061968"
"10";"169";"10659.6617113166";"811";"Landmark";"53.2309504357"
"10";"171";"7571.09926125946";"664";"Landmark";"51.2021604938"
"10";"175";"9834.28840980959";"925";"Cultural";"24.113317419"
"10";"178";"10090.2218062967";"972";"Architecture";"30.4355785667"
"10";"182";"460.857717201042";"374";"Architecture";"32.3145854284"
"10";"183";"9161.75742551299";"1147";"Architecture";"18.1037310406"
"10";"186";"15441.3158079184";"397";"Cultural";"33.6072048611"
"10";"188";"1089.2369693243";"720";"Cultural";"18.4210974608"
"10";"196";"13141.5915154135";"321";"Landmark";"19.7915700483"
"10";"198";"32627.0123854555";"646";"Landmark";"113.530263278"
"10";"202";"1701.44893526128";"1388";"Landmark";"31.8697274695"
"10";"203";"9839.15442222157";"1136";"Landmark";"38.7826245211"
"10";"209";"10229.8670769634";"415";"Landmark";"18.0959401709"
"10";"214";"997.133318600164";"1009";"Landmark";"19.9574122537"
"10";"219";"710.984679057101";"1566";"Architecture";"32.1441042062"
"10";"220";"2257.85963973924";"2358";"Entertainment";"87.6296862599"
"10";"223";"10009.2015300177";"2456";"Cultural";"35.1834392443"
"10";"227";"5397.55189578835";"1088";"Cultural";"79.0353632479"
"10";"228";"5340.08633121604";"1062";"Cultural";"55.42"
"10";"232";"11214.8621256365";"774";"Leisure";"46.8415555556"
"10";"260";"228.787248152932";"486";"Cultural";"22.9089376218"
"10";"261";"13696.3083113369";"531";"Cultural";"28.8348177083"
"10";"264";"9650.91504867641";"487";"Leisure";"19.1394047619"
"10";"265";"5223.20135678091";"584";"Cultural";"68.3403153153"
"10";"266";"34555.8153986229";"614";"Other";"111.405208333"
"10";"271";"474.410954125484";"691";"Other";"14.0339764408"
"10";"272";"1168.62458387707";"459";"Other";"25.9708150585"
"10";"273";"13964.5391388193";"1011";"Landmark";"29.7576800111"
"10";"277";"1318.46765571426";"945";"Landmark";"28.1619380831"
"10";"280";"1073.8913745568";"526";"Entertainment";"29.3759772947"
"10";"286";"8944.13321591391";"341";"Entertainment";"15.7957607323"
"10";"287";"3305.86788203841";"402";"Landmark";"46.3649198263"
"10";"293";"5421.33308568952";"907";"Entertainment";"24.0619219577"
"10";"294";"430.134797885199";"681";"Landmark";"31.9358944177"
"10";"295";"10295.3281324908";"815";"Cultural";"29.6107526882"
"10";"303";"51660.8455548134";"561";"Landmark";"38.7901587302"
"10";"304";"38719.048181198";"400";"Landmark";"28.6891025641"
"10";"307";"33671.450670941";"826";"Landmark";"57.7149023126"
"10";"309";"13464.9995170966";"3319";"Leisure";"58.3102920228"
"10";"321";"14229.7989308559";"859";"Landmark";"18.6746713251"
"10";"324";"14429.0924628294";"944";"Landmark";"88.883048433"
"10";"325";"13442.0183480399";"1005";"Entertainment";"58.6822319994"
"10";"326";"17841.7991924698";"383";"Architecture";"19.3109427609"
"10";"328";"8353.87412562992";"481";"Landmark";"13.8243055556"
"10";"331";"482.810838814814";"488";"Landmark";"20.9481523717"
"10";"337";"21422.9626683205";"474";"Leisure";"68.5157777778"
"10";"339";"23081.0741064452";"1591";"Landmark";"23.497969493"
"10";"340";"23404.7115821423";"2735";"Landmark";"24.9984809912"
"10";"364";"1819.66249165538";"3182";"Entertainment";"62.257053288"
"10";"378";"23030.0163492256";"2652";"Other";"27.0699489379"
"10";"387";"13263.9868065783";"510";"Other";"37.0889814815"
"10";"388";"1443.47846810487";"1054";"Landmark";"21.5922376543"
"10";"389";"13427.6108015107";"1698";"Landmark";"68.4366951567"
"10";"390";"13605.5161914302";"1306";"Entertainment";"102.804243295"
"10";"391";"18031.1415966798";"667";"Edu";"29.0010828625"
"10";"392";"4738.6470084801";"553";"Edu";"50.6802555556"
"10";"394";"10138.4117705476";"764";"Other";"32.7373177083"
"10";"410";"439.026233347393";"1929";"Architecture";"19.6731152252"
"10";"412";"21433.5010093518";"402";"Landmark";"11.2847083333"
"10";"414";"12563.0520101112";"409";"Landmark";"32.7941056911"
"10";"419";"13222.3463202735";"421";"Landmark";"40.2893300654"
"15";"1";"36747.1668918936";"1089";"Landmark";"26.9117879747"
"15";"10";"32565.6918830081";"408";"Landmark";"12.6167278287"
"15";"25";"38683.7140586155";"360";"Leisure";"29.4924387369"
"15";"26";"7801.49712696683";"374";"Landmark";"31.7861111111"
"15";"31";"38806.5751923388";"541";"Architecture";"23.5844037821"
"15";"33";"32342.9321730493";"450";"Architecture";"24.8557563588"
"15";"39";"32445.4625317422";"555";"Landmark";"25.9698981345"
"15";"41";"32064.8009147798";"431";"Entertainment";"7.99679713805"
"15";"49";"32541.0533828072";"530";"Leisure";"21.5559724312"
"15";"52";"29380.5161502679";"750";"Entertainment";"76.7507575758"
"15";"55";"39785.8937454879";"400";"Landmark";"25.232106136"
"15";"59";"32396.2259068291";"1050";"Landmark";"28.702386673"
"15";"63";"39732.8513783909";"3349";"Landmark";"12.2256872106"
"15";"73";"39255.1506062121";"688";"Landmark";"16.2801523471"
"15";"74";"31943.3375304537";"492";"Leisure";"22.6495295871"
"15";"76";"31832.9876375955";"366";"Landmark";"18.1949439067"
"15";"86";"25893.6395258994";"3691";"Other";"64.4417232681"
"15";"87";"26236.5960161574";"5823";"Landmark";"74.1708359142"
"15";"90";"34898.1040479612";"1524";"Entertainment";"58.9008983123"
"15";"99";"35614.575622565";"943";"Landmark";"27.4539868848"
"15";"102";"36261.7938975515";"748";"Entertainment";"42.9178535354"
"15";"103";"39256.7671350233";"376";"Landmark";"25.9388888889"
"15";"114";"40063.2426416723";"2602";"Sacred";"29.2754910329"
"15";"115";"37699.0647719";"949";"Landmark";"26.9173767753"
"15";"124";"40652.3844072345";"377";"Entertainment";"17.1414930556"
"15";"133";"32452.8183245853";"322";"Landmark";"17.9934048864"
"15";"137";"43498.3463154919";"3806";"Entertainment";"68.8053038721"
"15";"141";"32071.2558027649";"782";"Cultural";"36.3665426587"
"15";"143";"32495.1620753128";"460";"Other";"20.2363192644"
"15";"145";"40095.8795579327";"870";"Entertainment";"18.1501218324"
"15";"148";"40840.6795561484";"1174";"Entertainment";"54.3957236842"
"15";"149";"41296.0249358702";"420";"Landmark";"28.82109375"
"15";"150";"40808.3771528097";"2784";"Landmark";"32.5011239398"
"15";"153";"37542.5219340271";"704";"Other";"33.8521517094"
"15";"154";"39707.9047109528";"419";"Landmark";"24.6198559671"
"15";"155";"32589.6154791558";"401";"Landmark";"17.2472591608"
"15";"157";"40181.4705729552";"374";"Cultural";"15.1297363465"
"15";"167";"40093.3595776561";"1666";"Entertainment";"27.4871061968"
"15";"169";"41174.3085403618";"811";"Landmark";"53.2309504357"
"15";"171";"38046.5659373817";"664";"Landmark";"51.2021604938"
"15";"175";"39928.3284606637";"925";"Cultural";"24.113317419"
"15";"178";"40030.2992878566";"972";"Architecture";"30.4355785667"
"15";"182";"32105.5104986676";"374";"Architecture";"32.3145854284"
"15";"183";"39608.6785903064";"1147";"Architecture";"18.1037310406"
"15";"186";"41423.4404986301";"397";"Cultural";"33.6072048611"
"15";"188";"32232.7577354472";"720";"Cultural";"18.4210974608"
"15";"196";"40453.0782720667";"321";"Landmark";"19.7915700483"
"15";"198";"20353.2470828776";"646";"Landmark";"113.530263278"
"15";"202";"32077.279384055";"1388";"Landmark";"31.8697274695"
"15";"203";"36554.374436791";"1136";"Landmark";"38.7826245211"
"15";"209";"36868.3154721413";"415";"Landmark";"18.0959401709"
"15";"214";"32343.9928693347";"1009";"Landmark";"19.9574122537"
"15";"219";"32721.0811873764";"1566";"Architecture";"32.1441042062"
"15";"220";"31634.9395103716";"2358";"Entertainment";"87.6296862599"
"15";"223";"36629.5180923356";"2456";"Cultural";"35.1834392443"
"15";"227";"29283.1641871083";"1088";"Cultural";"79.0353632479"
"15";"228";"29085.4942713025";"1062";"Cultural";"55.42"
"15";"232";"43712.0238308989";"774";"Leisure";"46.8415555556"
"15";"260";"32793.3306705441";"486";"Cultural";"22.9089376218"
"15";"261";"34588.6608323418";"531";"Cultural";"28.8348177083"
"15";"264";"39903.8744445762";"487";"Leisure";"19.1394047619"
"15";"265";"29610.3602560965";"584";"Cultural";"68.3403153153"
"15";"266";"65417.045982344";"614";"Other";"111.405208333"
"15";"271";"32110.7839441094";"691";"Other";"14.0339764408"
"15";"272";"32937.5944058382";"459";"Other";"25.9708150585"
"15";"273";"42917.0177619829";"1011";"Landmark";"29.7576800111"
"15";"277";"33095.4250902416";"945";"Landmark";"28.1619380831"
"15";"280";"31690.4008363688";"526";"Entertainment";"29.3759772947"
"15";"286";"39646.3428496782";"341";"Entertainment";"15.7957607323"
"15";"287";"33723.3255067469";"402";"Landmark";"46.3649198263"
"15";"293";"34818.7387555947";"907";"Entertainment";"24.0619219577"
"15";"294";"32266.260608563";"681";"Landmark";"31.9358944177"
"15";"295";"36707.5408215976";"815";"Cultural";"29.6107526882"
"15";"303";"62316.248140013";"561";"Landmark";"38.7901587302"
"15";"304";"10963.4194620864";"400";"Landmark";"28.6891025641"
"15";"307";"1212.52832229212";"826";"Landmark";"57.7149023126"
"15";"309";"40613.7774744972";"3319";"Leisure";"58.3102920228"
"15";"321";"39126.21770416";"859";"Landmark";"18.6746713251"
"15";"324";"44525.014423414";"944";"Landmark";"88.883048433"
"15";"325";"40616.5520874275";"1005";"Entertainment";"58.6822319994"
"15";"326";"41327.3926927363";"383";"Architecture";"19.3109427609"
"15";"328";"39112.0611634313";"481";"Landmark";"13.8243055556"
"15";"331";"32132.9072204164";"488";"Landmark";"20.9481523717"
"15";"337";"44425.2706603704";"474";"Leisure";"68.5157777778"
"15";"339";"39020.6292594231";"1591";"Landmark";"23.497969493"
"15";"340";"39114.5377205969";"2735";"Landmark";"24.9984809912"
"15";"364";"31937.1121950338";"3182";"Entertainment";"62.257053288"
"15";"378";"39500.6960154569";"2652";"Other";"27.0699489379"
"15";"387";"39735.2442148675";"510";"Other";"37.0889814815"
"15";"388";"32807.174784685";"1054";"Landmark";"21.5922376543"
"15";"389";"44103.1105396031";"1698";"Landmark";"68.4366951567"
"15";"390";"44188.3908557798";"1306";"Entertainment";"102.804243295"
"15";"391";"41385.0464526665";"667";"Edu";"29.0010828625"
"15";"392";"29904.8238899191";"553";"Edu";"50.6802555556"
"15";"394";"36702.7733146531";"764";"Other";"32.7373177083"
"15";"410";"32996.4098914833";"1929";"Architecture";"19.6731152252"
"15";"412";"34703.0815685145";"402";"Landmark";"11.2847083333"
"15";"414";"20075.7211090153";"409";"Landmark";"32.7941056911"
"15";"419";"40497.428030089";"421";"Landmark";"40.2893300654"
"25";"1";"7211.14654378422";"1089";"Landmark";"26.9117879747"
"25";"10";"6778.97348035519";"408";"Landmark";"12.6167278287"
"25";"15";"38683.7140586155";"1344";"Other";"61.2590451389"
"25";"26";"39945.4144242245";"374";"Landmark";"31.7861111111"
"25";"31";"10509.0773363049";"541";"Architecture";"23.5844037821"
"25";"33";"6837.31158757175";"450";"Architecture";"24.8557563588"
"25";"39";"6980.90913083728";"555";"Landmark";"25.9698981345"
"25";"41";"7156.24720851772";"431";"Entertainment";"7.99679713805"
"25";"49";"6552.90203418263";"530";"Leisure";"21.5559724312"
"25";"52";"9449.87077408257";"750";"Entertainment";"76.7507575758"
"25";"55";"2972.11677940829";"400";"Landmark";"25.232106136"
"25";"59";"7183.7958825311";"1050";"Landmark";"28.702386673"
"25";"63";"2330.36731204242";"3349";"Landmark";"12.2256872106"
"25";"73";"3142.78030001558";"688";"Landmark";"16.2801523471"
"25";"74";"7191.25560481091";"492";"Leisure";"22.6495295871"
"25";"76";"7417.26582302258";"366";"Landmark";"18.1949439067"
"25";"86";"47511.6722203787";"3691";"Other";"64.4417232681"
"25";"87";"47439.2118752036";"5823";"Landmark";"74.1708359142"
"25";"90";"5801.3278860234";"1524";"Entertainment";"58.9008983123"
"25";"99";"4014.78037621743";"943";"Landmark";"27.4539868848"
"25";"102";"6562.48520865914";"748";"Entertainment";"42.9178535354"
"25";"103";"11336.2139833269";"376";"Landmark";"25.9388888889"
"25";"114";"4307.04059719297";"2602";"Sacred";"29.2754910329"
"25";"115";"6831.53601887347";"949";"Landmark";"26.9173767753"
"25";"124";"14686.9737461067";"377";"Entertainment";"17.1414930556"
"25";"133";"6620.28786943729";"322";"Landmark";"17.9934048864"
"25";"137";"16863.6331013087";"3806";"Entertainment";"68.8053038721"
"25";"141";"6746.76797849533";"782";"Cultural";"36.3665426587"
"25";"143";"6881.93743568873";"460";"Other";"20.2363192644"
"25";"145";"4321.1951435253";"870";"Entertainment";"18.1501218324"
"25";"148";"2181.2599354134";"1174";"Entertainment";"54.3957236842"
"25";"149";"9954.74467928444";"420";"Landmark";"28.82109375"
"25";"150";"2126.17193823263";"2784";"Landmark";"32.5011239398"
"25";"153";"6633.67027873983";"704";"Other";"33.8521517094"
"25";"154";"3116.11565842389";"419";"Landmark";"24.6198559671"
"25";"155";"6587.99873199658";"401";"Landmark";"17.2472591608"
"25";"157";"14508.0075218431";"374";"Cultural";"15.1297363465"
"25";"167";"4182.76838515635";"1666";"Entertainment";"27.4871061968"
"25";"169";"4357.02671066832";"811";"Landmark";"53.2309504357"
"25";"171";"2619.47212437647";"664";"Landmark";"51.2021604938"
"25";"175";"4074.7142559377";"925";"Cultural";"24.113317419"
"25";"178";"4382.49622626529";"972";"Architecture";"30.4355785667"
"25";"182";"7177.72598556409";"374";"Architecture";"32.3145854284"
"25";"183";"3303.80117953378";"1147";"Architecture";"18.1037310406"
"25";"186";"17236.2061121359";"397";"Cultural";"33.6072048611"
"25";"188";"7608.24757425256";"720";"Cultural";"18.4210974608"
"25";"196";"8415.01555990588";"321";"Landmark";"19.7915700483"
"25";"198";"39345.5281165311";"646";"Landmark";"113.530263278"
"25";"202";"6701.01644109266";"1388";"Landmark";"31.8697274695"
"25";"203";"7056.68351836123";"1136";"Landmark";"38.7826245211"
"25";"209";"7258.8992360123";"415";"Landmark";"18.0959401709"
"25";"214";"7479.12408419818";"1009";"Landmark";"19.9574122537"
"25";"219";"7007.83647148468";"1566";"Architecture";"32.1441042062"
"25";"220";"7077.41110757375";"2358";"Entertainment";"87.6296862599"
"25";"223";"7191.36420850675";"2456";"Cultural";"35.1834392443"
"25";"227";"9591.42821548946";"1088";"Cultural";"79.0353632479"
"25";"228";"9740.26422113714";"1062";"Cultural";"55.42"
"25";"232";"5424.1493885663";"774";"Leisure";"46.8415555556"
"25";"260";"6567.7252540406";"486";"Cultural";"22.9089376218"
"25";"261";"12494.3756434561";"531";"Cultural";"28.8348177083"
"25";"264";"3807.13545612931";"487";"Leisure";"19.1394047619"
"25";"265";"9272.74058501202";"584";"Cultural";"68.3403153153"
"25";"266";"27782.3933278169";"614";"Other";"111.405208333"
"25";"271";"7244.31811706341";"691";"Other";"14.0339764408"
"25";"272";"7083.52665628616";"459";"Other";"25.9708150585"
"25";"273";"14179.1538850159";"1011";"Landmark";"29.7576800111"
"25";"277";"7025.37928463083";"945";"Landmark";"28.1619380831"
"25";"280";"7331.93541117307";"526";"Entertainment";"29.3759772947"
"25";"286";"2902.93064698851";"341";"Entertainment";"15.7957607323"
"25";"287";"8049.8217390767";"402";"Landmark";"46.3649198263"
"25";"293";"4527.93864260631";"907";"Entertainment";"24.0619219577"
"25";"294";"6912.88544983944";"681";"Landmark";"31.9358944177"
"25";"295";"7459.71858099275";"815";"Cultural";"29.6107526882"
"25";"303";"48562.668452607";"561";"Landmark";"38.7901587302"
"25";"304";"43945.6141839721";"400";"Landmark";"28.6891025641"
"25";"307";"39825.6700466173";"826";"Landmark";"57.7149023126"
"25";"309";"8746.76050888776";"3319";"Leisure";"58.3102920228"
"25";"321";"10610.1104919263";"859";"Landmark";"18.6746713251"
"25";"324";"13513.5943240835";"944";"Landmark";"88.883048433"
"25";"325";"8714.40353008378";"1005";"Entertainment";"58.6822319994"
"25";"326";"13963.2327273377";"383";"Architecture";"19.3109427609"
"25";"328";"2497.17164280661";"481";"Landmark";"13.8243055556"
"25";"331";"7261.5504478985";"488";"Landmark";"20.9481523717"
"25";"337";"23456.5881293296";"474";"Leisure";"68.5157777778"
"25";"339";"21096.747723978";"1591";"Landmark";"23.497969493"
"25";"340";"21436.2035187206";"2735";"Landmark";"24.9984809912"
"25";"364";"6824.88448719644";"3182";"Entertainment";"62.257053288"
"25";"378";"20869.7948673135";"2652";"Other";"27.0699489379"
"25";"387";"9027.61708847769";"510";"Other";"37.0889814815"
"25";"388";"7389.15703247034";"1054";"Landmark";"21.5922376543"
"25";"389";"6793.69041018154";"1698";"Landmark";"68.4366951567"
"25";"390";"6994.82017240777";"1306";"Entertainment";"102.804243295"
"25";"391";"14171.2336886355";"667";"Edu";"29.0010828625"
"25";"392";"8902.37176215135";"553";"Edu";"50.6802555556"
"25";"394";"7282.36669983675";"764";"Other";"32.7373177083"
"25";"410";"6444.77385606428";"1929";"Architecture";"19.6731152252"
"25";"412";"20751.1812267167";"402";"Landmark";"11.2847083333"
"25";"414";"18625.9670017173";"409";"Landmark";"32.7941056911"
"25";"419";"8495.1159864357";"421";"Landmark";"40.2893300654"
"26";"1";"36633.9926494349";"1089";"Landmark";"26.9117879747"
"26";"10";"34572.1809156603";"408";"Landmark";"12.6167278287"
"26";"15";"7801.49712696683";"1344";"Other";"61.2590451389"
"26";"25";"39945.4144242245";"360";"Leisure";"29.4924387369"
"26";"31";"37966.9116277601";"541";"Architecture";"23.5844037821"
"26";"33";"34282.6570597451";"450";"Architecture";"24.8557563588"
"26";"39";"34499.9222392063";"555";"Landmark";"25.9698981345"
"26";"41";"34047.6726250004";"431";"Entertainment";"7.99679713805"
"26";"49";"34417.2615811033";"530";"Leisure";"21.5559724312"
"26";"52";"30506.8030846182";"750";"Entertainment";"76.7507575758"
"26";"55";"40491.4431198392";"400";"Landmark";"25.232106136"
"26";"59";"34522.3375403457";"1050";"Landmark";"28.702386673"
"26";"63";"40571.7060974886";"3349";"Landmark";"12.2256872106"
"26";"73";"39902.1176379209";"688";"Landmark";"16.2801523471"
"26";"74";"33886.035559823";"492";"Leisure";"22.6495295871"
"26";"76";"33849.3658041953";"366";"Landmark";"18.1949439067"
"26";"86";"33659.7089695798";"3691";"Other";"64.4417232681"
"26";"87";"34010.4270118772";"5823";"Landmark";"74.1708359142"
"26";"90";"37121.2122427099";"1524";"Entertainment";"58.9008983123"
"26";"99";"37458.2932373884";"943";"Landmark";"27.4539868848"
"26";"102";"36326.2848506138";"748";"Entertainment";"42.9178535354"
"26";"103";"38255.8725188251";"376";"Landmark";"25.9388888889"
"26";"114";"40507.4520893313";"2602";"Sacred";"29.2754910329"
"26";"115";"37621.1864668575";"949";"Landmark";"26.9173767753"
"26";"124";"39021.4666654027";"377";"Entertainment";"17.1414930556"
"26";"133";"34322.6008820452";"322";"Landmark";"17.9934048864"
